rxcui,name,tty,search_traffic
1007437,antipyrine / caffeine / quinine,MIN,119866
645247,dextromethorphan / menthol,MIN,119500
1150152,quercetin / resveratrol,MIN,119500
1099032,biotin / dexpanthenol / niacinamide / zinc pyrithione,MIN,119075
1008377,calcium chloride / lactate / potassium chloride / sodium chloride,MIN,119000
1008278,camphor / menthol / phenol / salicylic acid,MIN,118875
1008255,brompheniramine / dextromethorphan / guaifenesin / pseudoephedrine,MIN,118725
1007771,ascorbic acid / chondroitin sulfates / glucosamine,MIN,118666
1007902,cornstarch / kaolin / zinc oxide,MIN,118666
1009387,dexamethasone / neomycin / thiabendazole,MIN,118633
1008304,ascorbic acid / beta carotene / cuprous oxide / vitamin e / zinc oxide,MIN,118080
466496,coal tar / salicylic acid / sulfur,MIN,118033
1008205,hydrochlorothiazide / magnesium chloride / methotrimeprazine,MIN,117800
1007566,benzenesulfonic acid / hydrogen peroxide / lactate,MIN,117633
1009075,hydrocortisone / zinc sulfate,MIN,117050
1007170,petrolatum / salicylic acid,MIN,117050
1007285,ergocalciferol / vitamin a,MIN,117050
1007248,calcium phosphate / phosphorus,MIN,117050
690337,salicylic acid / sodium thiosulfate,MIN,117050
1007226,citric acid / tartaric acid,MIN,117050
1008415,lidocaine / zinc sulfate,MIN,117050
1733858,lidocaine / petrolatum,MIN,117050
1007803,methenamine / salicylic acid,MIN,117050
690527,sodium bicarbonate / tartaric acid,MIN,117050
91198,citric acid / sodium citrate,MIN,117050
214829,sodium bicarbonate / sodium citrate,MIN,117050
1538287,calcium carbonate / potassium bicarbonate / sodium bicarbonate,MIN,116933
1007992,benzocaine / ethanol / methylbenzethonium,MIN,116840
1252020,dodecylbenzenesulfonic acid / hydrogen peroxide / lactate,MIN,116833
1007398,ascorbic acid / ferrous fumarate / folic acid / intrinsic factor,MIN,116575
1008635,dextromethorphan / doxylamine / phenylephrine,MIN,116500
1007524,ascorbic acid / biotin / ferrous fumarate / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine,MIN,116500
1008736,dicyclomine / doxylamine / vitamin b6,MIN,116500
816433,dexbrompheniramine / dextromethorphan / guaifenesin / pseudoephedrine,MIN,116370
1090823,ascorbic acid / beta carotene / copper sulfate / selenite / vitamin e / zinc oxide,MIN,116333
1008367,atropine / hyoscyamine / scopolamine,MIN,116333
1008051,caffeine / riboflavin / thiamine / vitamin b 12 / vitamin b6,MIN,116300
1007527,dextromethorphan / guaiacolsulfonate / guaifenesin / pseudoephedrine,MIN,116285
813990,acetaminophen / cinnamedrine / pamabrom / pyrilamine,MIN,115385
689606,atropine / hyoscyamine / phenobarbital / scopolamine,MIN,114750
1089733,cholecalciferol / docosahexaenoate / eicosapentaenoate / vitamin e,MIN,114637
1794433,influenza a virus a/california/7/2009 (h1n1) antigen / influenza a virus a/hong kong/4801/2014 (h3n2) antigen / influenza b virus b/brisbane/60/2008 antigen / influenza b virus b/phuket/3073/2013 antigen,MIN,114375
1657333,influenza a virus a/california/7/2009 (h1n1) antigen / influenza a virus a/switzerland/9715293/2013 (h3n2) antigen / influenza b virus b/brisbane/60/2008 antigen / influenza b virus b/phuket/3073/2013 antigen,MIN,114375
1928531,influenza a virus a/singapore/gp1908/2015 (h1n1) antigen / influenza a virus a/singapore/gp2050/2015 (h3n2) antigen / influenza b virus b/hong kong/259/2010 antigen / influenza b virus b/utah/9/2014 antigen,MIN,114375
813792,chlorzoxazone / piroxicam,MIN,114050
1145062,aluminum sulfate / lidocaine,MIN,114050
690195,acetic acid / aluminum sulfate,MIN,114050
214427,citric acid / potassium citrate,MIN,114050
644637,allantoin / lidocaine,MIN,114050
106970,econazole / hydrocortisone,MIN,114050
1366154,arginine / folic acid / piperine / vitamin b 12 / vitamin b6,MIN,113640
1008799,ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / zinc citrate,MIN,113550
404794,dihydrocodeine / guaifenesin / pseudoephedrine,MIN,113500
1008260,chlorpheniramine / dihydrocodeine / pseudoephedrine,MIN,113500
818931,dextromethorphan / pseudoephedrine / triprolidine,MIN,113300
690808,brompheniramine / dextromethorphan / pseudoephedrine,MIN,113300
820172,ammonium chloride / diphenhydramine / sodium citrate,MIN,113200
1102195,ascorbic acid / biotin / ferrous bisglycinate / folic acid / formic acid / iron-dextran complex / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b 12,MIN,112891
1007505,ascorbic acid / biotin / docusate / ferrous fumarate / folic acid / niacinamide / pantothenic acid / pyridoxine / riboflavin / thiamine / vitamin b 12,MIN,112872
484139,chlorhexidine / isopropyl alcohol,MIN,112750
819146,dextromethorphan / potassium iodide,MIN,112750
1114864,cocoa butter / phenylephrine,MIN,112750
821647,ammonium chloride / dextromethorphan,MIN,112750
821119,calcium carbonate / magnesium oxide,MIN,112750
1009121,calcium carbonate / phenytoin,MIN,112750
691008,calcium carbonate / glycine,MIN,112750
321650,iodine / potassium iodide,MIN,112750
1007833,riboflavin / vitamin b6,MIN,112750
214691,mannitol / sorbitol,MIN,112750
608343,calcium carbonate / cholecalciferol,MIN,112750
1008428,chlorhexidine / phenylephrine,MIN,112750
214199,albuterol / ipratropium,MIN,112750
1007120,magnesium oxide / vitamin b6,MIN,112750
214600,guaifenesin / theophylline,MIN,112750
1006891,chlorpheniramine / hydrocortisone / pyrilamine,MIN,112533
1114846,cholecalciferol / chondroitin sulfates / glucosamine,MIN,112166
1363381,aluminum magnesium silicate / calcium carbonate / sodium bicarbonate,MIN,112000
1007095,acetic acid / glycerin / oxyquinoline / ricinoleate,MIN,111912
1007302,guaifenesin / phenobarbital / theophylline,MIN,111833
1008585,ferrous fumarate / folic acid / polysaccharide iron complex,MIN,111800
690466,dexchlorpheniramine / dextromethorphan / pseudoephedrine,MIN,111800
1008854,chlorpheniramine / dextromethorphan / phenylephrine / phenylpropanolamine,MIN,111775
1007499,chlorpheniramine / guaifenesin / phenylpropanolamine / pseudoephedrine,MIN,111775
1244007,ascorbic acid / cholecalciferol / ferrous sulfate / sodium fluoride / vitamin a,MIN,111740
604984,dextran / sodium chloride,MIN,111600
106986,hydrocortisone / oxytetracycline,MIN,111600
1007715,estradiol / estriol,MIN,111600
1648151,dexpanthenol / salicylic acid,MIN,111600
214677,lidocaine / oxytetracycline,MIN,111600
106987,clioquinol / hydrocortisone,MIN,111600
1656339,sacubitril / valsartan,MIN,111600
690201,acetic acid / desonide,MIN,111600
1008948,sodium bicarbonate / sodium fluoride,MIN,111600
1304558,alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1,MIN,111369
1008002,brompheniramine / dextromethorphan / guaifenesin / phenylephrine,MIN,111225
1298198,cholecalciferol / folic acid / pyridoxine / riboflavin / vitamin b 12,MIN,111200
1007904,dextromethorphan / phenylephrine / sodium citrate,MIN,111033
815631,dextromethorphan / guaifenesin / sodium citrate,MIN,111033
1008824,ascorbic acid / ferrous fumarate / folic acid / vitamin b 12,MIN,111025
691217,carbinoxamine / dextromethorphan / pseudoephedrine,MIN,110966
1008240,ascorbic acid / folic acid / magnesium sulfate / manganese chloride / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin e / zinc sulfate,MIN,110953
1745449,lidocaine / mineral oil / petrolatum / phenylephrine,MIN,110775
1007432,nitrofurantoin / phenazopyridine / sulfadiazine,MIN,110700
802573,dextromethorphan / pseudoephedrine / pyrilamine,MIN,110533
1007780,coenzyme q10 / docosahexaenoate / eicosapentaenoate / vitamin e,MIN,110512
1007370,coenzyme q10 / garlic preparation / hawthorn preparation / vitamin e,MIN,110500
1090831,ascorbic acid / beta carotene / copper sulfate / lutein / selenite / vitamin e / zinc oxide,MIN,110285
690479,dextromethorphan / dyphylline / pseudoephedrine,MIN,110240
1008130,choline / glutamine / inositol,MIN,110166
1653154,choline / guaifenesin / phenylephrine,MIN,110166
1190599,dexbrompheniramine / dextromethorphan / pseudoephedrine,MIN,110160
1044981,biotin / nicotinamide adenine dinucleotide (nad) / panthenol / zinc pyrithione,MIN,110150
1008393,dexchlorpheniramine / dextromethorphan / guaifenesin / phenylephrine,MIN,110100
10432,thalidomide,IN,110000
2221,cellulose,IN,110000
8704,prochlorperazine,IN,110000
10454,thiamine,IN,110000
1487012,apoquel,BN,110000
274535,spiriva,BN,110000
32809,palm oil,IN,110000
25033,cefixime,IN,110000
220330,tobradex,BN,110000
73494,telmisartan,IN,110000
831948,latisse,BN,110000
1151,ascorbic acid,IN,110000
1311375,kerosene,IN,110000
711372,pristiq,BN,110000
853142,tourmaline,IN,110000
8259,phosphoric acid,IN,110000
3423,hydromorphone,IN,110000
6064,isotretinoin,IN,110000
1596,bisacodyl,IN,110000
42316,tacrolimus,IN,110000
194722,implanon,BN,110000
10829,trimethoprim,IN,110000
1656341,entresto,BN,110000
10046,starch,IN,110000
1545659,jardiance,BN,110000
1311295,benzene,IN,110000
202955,robaxin,BN,110000
1312358,aldosterone,IN,110000
1007973,ascorbic acid / quinine,MIN,110000
6406,lipase,IN,110000
1514,betamethasone,IN,110000
358859,monistat,BN,110000
10691,tranexamic acid,IN,110000
993453,prolia,BN,110000
33290,phenol,IN,110000
8134,phenobarbital,IN,110000
2590,clobetasol,IN,110000
9449,rocephin,BN,110000
94557,vicks vaporub,BN,110000
891373,lta,BN,110000
202702,medrol,BN,110000
19831,budesonide,IN,110000
1592000,nfz,BN,110000
261551,lantus,BN,110000
33199,permethrin,IN,110000
175184,fioricet,BN,110000
202692,nizoral,BN,110000
1790881,trintellix,BN,110000
29115,maalox,BN,110000
8629,prazosin,IN,110000
83818,irbesartan,IN,110000
10831,sulfamethoxazole / trimethoprim,MIN,110000
214354,candesartan,IN,110000
5333,histamine,IN,110000
164,acetate,IN,110000
1309202,canola oil,IN,110000
10180,sulfamethoxazole,IN,110000
7623,ofloxacin,IN,110000
41126,fluticasone,IN,110000
1372738,janumet,BN,110000
203219,evening primrose oil,IN,110000
495430,truvada,BN,110000
705279,oregano oil,IN,110000
659877,gardasil,BN,110000
11251,vitamin b complex,IN,110000
1799143,coconut water,IN,110000
10159,sucrose,IN,110000
1426890,prolactin,IN,110000
225036,lovenox,BN,110000
49276,doxazosin,IN,110000
1007231,ascorbic acid / thiamine,MIN,110000
10156,sucralfate,IN,110000
709,ammonium,IN,110000
282381,demerol,BN,110000
151956,tabloid,BN,110000
1001007,duration,BN,110000
28874,lomotil,BN,110000
72965,letrozole,IN,110000
9071,quinine,IN,110000
18451,astaxanthin,IN,110000
2194,cefuroxime,IN,110000
220706,urso,BN,110000
1700,boric acid,IN,110000
1008106,boric acid / phenol,MIN,110000
25789,glimepiride,IN,110000
1894,calcitriol,IN,110000
217020,excedrin,BN,110000
1311061,klebsiella pneumoniae,IN,110000
1598264,saxenda,BN,110000
121191,rituximab,IN,110000
4821,glipizide,IN,110000
9601,scopolamine,IN,110000
282519,vistaril,BN,110000
1551296,trulicity,BN,110000
7486,nitrous oxide,IN,110000
1007879,ascorbic acid / phenol,MIN,110000
1091,arginine,IN,110000
2176,cefaclor,IN,110000
2626,clozapine,IN,110000
226918,xenical,BN,110000
4570,fructose,IN,110000
1439824,brintellix,BN,110000
37801,terbinafine,IN,110000
1241795,cupric oxide / folic acid / niacinamide / zinc oxide,MIN,109600
645335,magnesium carbonate / sodium bicarbonate,MIN,109550
1007279,invert sugar / sodium chloride,MIN,109550
689881,coal tar / salicylic acid,MIN,109550
815532,coal tar / hydrocortisone,MIN,109550
994203,dienogest / estradiol,MIN,109550
1008924,ascorbic acid / calcium sulfate / cholecalciferol / cupric oxide / ferrous fumarate / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin e / zinc oxide,MIN,109542
1008779,glycerin / lactate / petrolatum,MIN,109533
1008293,cuprous oxide / folic acid / niacinamide / zinc oxide,MIN,109475
1087280,boron / calcium carbonate / cholecalciferol / folic acid / magnesium oxide / pyridoxine / vitamin b 12,MIN,109285
1009013,dextromethorphan / guaifenesin / phenylephrine / pyrilamine,MIN,109150
689598,atropine / chlorpheniramine / phenylephrine / phenyltoloxamine,MIN,109000
1089042,dexbrompheniramine / dextromethorphan / guaifenesin / phenylephrine,MIN,108870
689608,atropine / kaolin / phenobarbital,MIN,108166
1006911,benzoate / salicylic acid,MIN,107900
1007576,lidocaine / polymyxin b,MIN,107900
1008577,clorazepate / domperidone,MIN,107900
747890,citric acid / potassium bicarbonate,MIN,107900
214791,potassium bicarbonate / sodium bicarbonate,MIN,107900
689920,hydrocortisone / polymyxin b,MIN,107900
106957,crotamiton / hydrocortisone,MIN,107900
900937,aliskiren / valsartan,MIN,107900
1007173,folic acid / intrinsic factor / vitamin b 12,MIN,107733
1008887,atropine / nitroglycerin / theobromine,MIN,107400
1658679,malic acid / xylitol,MIN,107250
689609,atropine / meperidine,MIN,107250
214298,benzocaine / dextromethorphan,MIN,107250
1008098,doxylamine / pseudoephedrine,MIN,107250
1371988,iodine / lactate,MIN,107250
815166,dextromethorphan / doxylamine,MIN,107250
1007749,dibasic potassium phosphate / glucose / magnesium chloride / potassium chloride / sodium acetate,MIN,107000
1305199,alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1,MIN,106953
812468,dihydralazine / hydrochlorothiazide / reserpine,MIN,106606
1007396,colloidal oatmeal / salicylic acid,MIN,106550
645244,desoximetasone / salicylic acid,MIN,106550
608838,drospirenone / estradiol,MIN,106550
690339,salicylic acid / zinc pyrithione,MIN,106550
1008156,lysine / niacinamide / thiamine,MIN,106333
1798267,camphor / lidocaine / methyl salicylate,MIN,106200
1006973,atropine / epinephrine / tyramine,MIN,106033
1007555,ascorbic acid / cholecalciferol / sodium fluoride / vitamin a,MIN,105925
689425,glycerin / kaolin / sodium fluoride,MIN,105900
1008535,glycerin / petrolatum / phenylephrine / pramoxine,MIN,105550
1007668,fluocinolone / lidocaine,MIN,105450
1006974,lidocaine / lindane,MIN,105450
813172,lidocaine / phenylbutazone,MIN,105450
1007068,calcium carbonate / cholecalciferol / magnesium oxide,MIN,105333
1008931,atropine / chlorpheniramine / hyoscyamine / phenylephrine / phenylpropanolamine / scopolamine,MIN,105183
1007776,"dibasic potassium phosphate / glucose / lactate / magnesium chloride / potassium chloride / sodium chloride / sodium phosphate, monobasic",MIN,105142
1007721,calcium chloride / magnesium chloride / potassium chloride / sodium acetate / sodium chloride,MIN,105100
1596423,iodine / isopropyl alcohol / sodium iodide,MIN,104933
1007109,chloramphenicol / resorcinol / salicylic acid,MIN,104566
106955,hydrocortisone / pramoxine,MIN,104550
1007724,dehydroepiandrosterone / estradiol,MIN,104550
608568,lidocaine / tetracaine,MIN,104550
1008185,cetrimide / lidocaine,MIN,104550
1007723,podophyllin / salicylic acid,MIN,104550
1805277,lidocaine / pramoxine,MIN,104550
1007940,lidocaine / tyrothricin,MIN,104550
1009092,estradiol / tyrothricin,MIN,104550
729536,dydrogesterone / estradiol,MIN,104550
1298466,benzyl alcohol / calamine / diphenhydramine,MIN,104533
813187,caffeine / dimenhydrinate / ergotamine,MIN,104533
1006931,boron / calcium carbonate,MIN,104500
691125,menthol / sulfur,MIN,104500
1006900,glutamate / magnesium citrate,MIN,104500
1009007,glutamate / vitamin b6,MIN,104500
1009063,bismuth / pectin,MIN,104500
691017,calcium carbonate / pectin,MIN,104500
1007652,menthol / peppermint oil,MIN,104500
1007157,guaifenesin / menthol,MIN,104500
1008666,niacinamide / vitamin b6,MIN,104500
819306,guaifenesin / hydrocodone / pheniramine / phenylpropanolamine / pyrilamine,MIN,104420
1007791,hydrocodone / pheniramine / phenylephrine / phenylpropanolamine / pyrilamine,MIN,104420
689641,chlorpheniramine / phenylpropanolamine / pseudoephedrine,MIN,104033
689599,atropine / chlorpheniramine / phenylpropanolamine,MIN,104033
689391,chlorpheniramine / dextromethorphan / phenylpropanolamine,MIN,104033
820369,guaifenesin / phenylpropanolamine / pseudoephedrine,MIN,104033
466556,dextromethorphan / guaifenesin / phenylpropanolamine,MIN,104033
689750,phenylephrine / phenylpropanolamine / pseudoephedrine,MIN,104033
1008783,ascorbic acid / ferrous fumarate / folic acid / niacinamide / polysaccharide iron complex,MIN,103880
214970,acetic acid / aluminum acetate,MIN,103800
166283,lidocaine / prilocaine,MIN,103800
1007936,hydrocortisone / sulfacetamide,MIN,103800
1241895,niacin / pantothenic acid / riboflavin / thiamine / vitamin b 12 / vitamin b6,MIN,103666
1008961,bacitracin / lidocaine / neomycin,MIN,103666
1008095,bacitracin / hydrocortisone / neomycin,MIN,103666
1720001,glycerin / petrolatum / phenylephrine / shark liver oil,MIN,103525
880688,dihydrocodeine / guaifenesin / phenylephrine,MIN,103500
404788,chlorpheniramine / dihydrocodeine / phenylephrine,MIN,103500
690811,brompheniramine / guaifenesin / pseudoephedrine,MIN,103300
812410,brompheniramine / dextromethorphan / guaifenesin,MIN,103300
1492051,dextromethorphan / phenylephrine / triprolidine,MIN,103300
816996,guaifenesin / pseudoephedrine / triprolidine,MIN,103300
1008092,brompheniramine / dextromethorphan / phenylephrine,MIN,103300
818996,estradiol / estrone,MIN,103200
813013,anise oil / citric acid,MIN,103200
812739,attapulgite / salicylic acid,MIN,103200
1007326,ascorbic acid / folic acid / polysaccharide iron complex / vitamin b 12,MIN,103075
1007897,ascorbic acid / ferrous bisglycinate / folic acid / vitamin b 12,MIN,103075
1007807,ascorbic acid / folic acid / iron carbonyl / vitamin b 12,MIN,102750
1008243,nystatin / tinidazole,MIN,102750
261414,estradiol / norgestimate,MIN,102700
1008356,chloroxylenol / lidocaine,MIN,102700
1721427,chloroxylenol / salicylic acid,MIN,102700
1007937,piroctone olamine / salicylic acid,MIN,102700
1008223,alginic acid / sodium bicarbonate,MIN,102300
608716,dibucaine / hydrocortisone,MIN,102300
1008649,antipyrine / lidocaine,MIN,102300
1595248,hyaluronate / lidocaine,MIN,102300
1008015,"ascorbic acid / beta carotene / calcium carbonate, precipitated / cholecalciferol / folic acid / iron carbonyl / niacinamide / pyridoxine / riboflavin / thiamine / vitamin b 12 / vitamin e / zinc oxide",MIN,102153
689288,chloramphenicol / hydrocortisone / polymyxin b,MIN,102100
1144760,betaine / folic acid / mecobalamin / pyridoxine,MIN,102025
217626,hydrocortisone / iodoquinol,MIN,101950
1008586,anthralin / salicylic acid,MIN,101950
690467,dexchlorpheniramine / guaifenesin / pseudoephedrine,MIN,101800
827172,dexchlorpheniramine / dextromethorphan / phenylephrine,MIN,101800
617568,dextromethorphan / pheniramine / phenylephrine,MIN,101800
1007142,benzalkonium / salicylic acid,MIN,101700
690077,benzalkonium / lidocaine,MIN,101700
1007934,estradiol / hexachlorophene,MIN,101700
1007907,framycetin / hydrocortisone,MIN,101700
1007980,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / threonine / tryptophan / tyrosine / valine,MIN,101633
690474,dextran 70 / sodium chloride,MIN,101450
821034,ambroxol / clobutinol,MIN,101450
636648,potassium bitartrate / sodium bicarbonate,MIN,101450
1801688,phytosphingosine / salicylic acid,MIN,101450
1008399,clotrimazole / hexamidine,MIN,101300
608566,cetylpyridinium / lidocaine,MIN,101150
1605694,capsicum extract / lidocaine,MIN,101150
1008191,ferric ammonium citrate / folic acid / vitamin b 12,MIN,101133
1007391,bismuth subgallate / hydrocortisone,MIN,101000
1006927,diflucortolone / salicylic acid,MIN,101000
1007581,clotrimazole / nimorazole,MIN,101000
605570,carbinoxamine / dextromethorphan / phenylephrine,MIN,100966
818689,carbinoxamine / guaifenesin / pseudoephedrine,MIN,100966
1007150,flumethasone / salicylic acid,MIN,100940
1007622,lidocaine / tribenoside,MIN,100940
1007310,ascorbic acid / copper sulfate / ferrous fumarate / folic acid / vitamin b 12,MIN,100920
689301,chlorophyllin copper complex / sodium chloride,MIN,100860
1007675,potassium tartrate / sodium bicarbonate,MIN,100860
1008523,ambroxol / chlophedianol,MIN,100795
1008341,fusidate / hydrocortisone,MIN,100795
1007600,folic acid / polysaccharide iron complex / vitamin b 12,MIN,100766
1094890,lidocaine / menthol / methyl salicylate,MIN,100700
1008746,salicylic acid / undecylenate,MIN,100695
106990,chlorquinaldol / hydrocortisone,MIN,100695
1007700,fluocortolone / lidocaine,MIN,100695
1007487,fluocortolone / salicylic acid,MIN,100695
1007989,folic acid / iron polysaccharide / vitamin b 12,MIN,100666
1007461,clocortolone / salicylic acid,MIN,100660
1009093,lidocaine / ruscogenin,MIN,100660
1007825,belladonna alkaloids / chlorpheniramine / pseudoephedrine,MIN,100633
1007550,salicylic acid / trichloroacetaldehyde,MIN,100630
1008375,benzethonium / lidocaine,MIN,100630
690204,acetic acid / oxyquinoline,MIN,100630
1007430,ethacridine / lidocaine,MIN,100605
1314665,ascorbic acid / biotin / copper sulfate / ferrous fumarate / folic acid / magnesium sulfate / manganese sulfate / niacin / pantothenate / polysaccharide iron complex / pyridoxine / riboflavin / thiamine / vitamin b 12 / zinc sulfate,MIN,100586
1008444,estradiol / fluprednidene,MIN,100585
1008650,aminacrine / lidocaine,MIN,100585
1008654,fluprednidene / salicylic acid,MIN,100585
1007448,lidocaine / nitromersol,MIN,100555
1008569,lidocaine / rifamycin sv,MIN,100555
1007717,diperodon / hydrocortisone,MIN,100545
1007931,citric acid / pepsin a,MIN,100545
687315,domiphen / lidocaine,MIN,100545
1008108,algestone / estradiol,MIN,100545
1008164,benzoxonium / lidocaine,MIN,100545
214496,dextromethorphan / phenylephrine / pyrilamine,MIN,100533
1007018,clorazepic acid / domperidone,MIN,100515
1006966,lidocaine / methylbenzethonium,MIN,100510
1008829,hydrocortisone / ictasol,MIN,100510
1008661,ictasol / salicylic acid,MIN,100510
1007207,"sodium bicarbonate / sodium phosphate, monobasic",MIN,100500
1007440,dobesilic acid / lidocaine,MIN,100500
1007445,acetic acid / pyrethrins,MIN,100500
1006978,methocarbamol / methylnicotinate,MIN,100500
692979,17-alpha-hydroxyprogesterone / estradiol,MIN,100500
1008138,4-aminobenzoate / salicylic acid,MIN,100500
465366,bupivacaine / lidocaine,MIN,100500
1008429,buzepide metiodide / haloperidol,MIN,100500
817235,domperidone / simethicone,MIN,100500
689289,chlorcyclizine / hydrocortisone,MIN,100500
1007284,kelp preparation / vitamin a,MIN,100500
1007490,"alum, potassium / lidocaine",MIN,100500
1008958,hydrocortisone / potassium oxyquinolone,MIN,100500
690893,lidocaine / povidone-iodine,MIN,100500
214681,loperamide / simethicone,MIN,100500
1007263,estradiol / prednisolone,MIN,100500
1007785,fentanyl / sodium chloride,MIN,100500
1008628,4-aminobenzoic acid / salicylic acid,MIN,100500
1008085,heparinoids / salicylic acid,MIN,100500
1009126,anthraquinone glycoside / salicylic acid,MIN,100500
1007441,clotrimazole / phenylethyl alcohol,MIN,100500
214553,estradiol / testosterone,MIN,100500
1009010,prednisolone / salicylic acid,MIN,100500
1007609,"mercury, ammoniated / salicylic acid",MIN,100500
1549461,estradiol / trenbolone,MIN,100500
1007384,piroxicam / vitamin b 12,MIN,100500
1007027,rhubarb preparation / sodium bicarbonate,MIN,100500
1007874,folic acid / liver extract / vitamin b 12,MIN,100463
827167,chlorpheniramine / dextromethorphan / methscopolamine,MIN,100433
689632,chlorpheniramine / methscopolamine / pseudoephedrine,MIN,100433
1008508,ascorbic acid / calcium citrate / cholecalciferol / cupric oxide / docusate / folic acid / iron carbonyl / niacinamide / potassium iodide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin e / zinc oxide,MIN,100350
1007616,folic acid / teferrol / vitamin b 12,MIN,100333
1007117,chlorpheniramine / phenyltoloxamine / pseudoephedrine,MIN,100333
1007648,mannitol / phenobarbital,MIN,100250
1008416,ascorbic acid / riboflavin,MIN,100250
1008856,ascorbic acid / magnesium oxide,MIN,100250
689744,phenobarbital / phenytoin,MIN,100250
645082,chlorhexidine / phenol,MIN,100250
1543748,capsaicin / histamine,MIN,100250
818205,rifampin / trimethoprim,MIN,100250
1424840,ascorbic acid / cholecalciferol,MIN,100250
215858,camphor / phenol,MIN,100250
1188531,chlophedianol / chlorpheniramine / pseudoephedrine,MIN,100196
802683,chlophedianol / guaifenesin / pseudoephedrine,MIN,100196
814512,dexbrompheniramine / guaifenesin / pseudoephedrine,MIN,100160
1008349,dexbrompheniramine / dextromethorphan / phenylephrine,MIN,100160
880373,carbetapentane / guaifenesin / pseudoephedrine,MIN,100106
1007050,dextromethorphan / guaiacolsulfonate / phenylephrine,MIN,100046
1007525,dextromethorphan / guaiacolsulfonate / guaifenesin,MIN,100046
1427391,dextromethorphan / phenylephrine / thonzylamine,MIN,100036
689596,atropine / chlorpheniramine / ephedrine,MIN,100000
1008990,dextromethorphan / guaiacolsulfonic acid / phenylephrine,MIN,100000
1599814,chlorhexidine / lidocaine / pramoxine,MIN,99866
1009057,calcium carbonate / cholecalciferol / inulin,MIN,99833
1248141,ascorbic acid / beta carotene / calcium carbonate / cholecalciferol / cupric oxide / docusate / folic acid / iron carbonyl / magnesium oxide / niacinamide / pyridoxine / riboflavin / thiamine / vitamin b 12 / vitamin e / zinc oxide,MIN,99806
1008992,antipyrine / benzocaine / urea,MIN,99700
1100261,ascorbic acid / calcium citrate / cholecalciferol / folic acid / iron carbonyl / pyridoxine,MIN,99616
1716011,alpha tocopherol / cholecalciferol / vitamin a,MIN,99366
214452,colchicine / probenecid,MIN,99050
1007901,guaifenesin / phenylephrine / potassium citrate,MIN,99033
818530,dimenhydrinate / niacin / pentylenetetrazole,MIN,98696
818865,albuterol / ketotifen / theophylline,MIN,98666
1007409,lactate / pyrrolidonecarboxylic acid / urea,MIN,98500
689745,phenobarbital / potassium iodide / sodium bicarbonate / theobromine,MIN,98425
1020419,capsaicin / lidocaine / menthol / methyl salicylate,MIN,98150
1087329,alpha tocopherol / folic acid / hydroxocobalamin / magnesium oxide / pyridoxine,MIN,98040
1006993,niacinamide / quinine / thiamine,MIN,98000
812415,phenazopyridine / sulfamethoxazole / trimethoprim,MIN,98000
816111,ammonium chloride / guaifenesin,MIN,97750
816562,bumetanide / potassium chloride,MIN,97750
1006942,glutamine / tyrosine,MIN,97750
1009049,ferrous sulfate / phenolphthalein,MIN,97750
814652,benzoyl peroxide / miconazole,MIN,97750
1006886,phenylephrine / zinc oxide,MIN,97750
1007964,lysine / zinc oxide,MIN,97750
1007843,choline / inositol,MIN,97750
705067,sulfur / zinc oxide,MIN,97750
1855377,dimethicone / magnesium citrate,MIN,97750
689879,coal tar / menthol / salicylic acid,MIN,97700
1008254,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine,MIN,97350
1304093,citric acid / magnesium oxide / picosulfate sodium,MIN,97166
1008449,"calcium chloride, dihydration / lactate / potassium chloride / sodium chloride",MIN,96375
1008426,lidocaine / methyl salicylate / zinc oxide,MIN,96200
1045531,benzocaine / dextromethorphan / menthol,MIN,96166
690269,benzocaine / licorice / menthol,MIN,96166
466470,iodine / methyl salicylate,MIN,96050
812544,bromhexine / dextromethorphan,MIN,96050
608424,hydralazine / isosorbide dinitrate,MIN,96050
1007711,isosorbide dinitrate / verapamil,MIN,96050
689611,atropine / neostigmine,MIN,96050
1008466,alanine / arginine / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine,MIN,96026
1008283,calcium chloride / lactate / magnesium chloride / potassium chloride / sodium acetate / sodium chloride,MIN,95833
